id,brand,model,year,price
4506,Lexus,GS,2015,13227
4507,Peugeot,408,2022,16295
4508,Citroën,C4 Cactus,2021,14237
4509,Toyota,Prius,2024,22973
4510,Renault,Sandero,2020,11772
4511,Dodge,Grand Caravan,2010,5000
4512,Land Rover,Defender,2014,11666
4513,Fiat,Cronos,2019,8615
4514,Mitsubishi,3000GT,2016,8007
4515,Mitsubishi,Outlander,2016,6745
4516,Volkswagen,Jetta,2022,18809
4517,Infiniti,FX35,2018,23009
4518,Fiat,500,2023,12263
4519,Mazda,RX-8,2016,7877
4520,Fiat,Palio,2012,5000
4521,Toyota,Tacoma,2022,22299
4522,Acura,TSX,2020,28152
4523,Volvo,S60,2024,33176
4524,Nissan,Murano,2022,16264
4525,Peugeot,208,2010,5000
4526,Peugeot,Partner,2015,5000
4527,Ford,Focus,2018,11503
4528,Audi,A8,2022,40488
4529,Lexus,LS,2015,10398
4530,Toyota,Avalon,2018,14732
4531,Kia,Carnival,2012,5000
4532,Land Rover,Discovery Sport,2012,5000
4533,Jeep,Compass,2023,27133
4534,Volvo,S60,2022,33693
4535,Hyundai,Tucson,2012,5000
4536,Volvo,V60,2019,24458
4537,Volkswagen,Golf,2017,8825
4538,Nissan,Titan,2016,6698
4539,Acura,RLX,2021,31863
4540,Hyundai,Ioniq,2013,5000
4541,Mitsubishi,Montero,2010,5000
4542,Fiat,500,2018,8690
4543,Hyundai,Veloster,2018,10412
4544,Acura,Integra,2019,23779
4545,Volvo,XC60,2018,19047
4546,Toyota,Yaris,2021,16549
4547,Acura,RLX,2012,5000
4548,Volkswagen,Arteon,2020,15719
4549,Infiniti,G35,2021,31074
4550,Toyota,Yaris,2017,9723
4551,Audi,A6,2021,35637
4552,Land Rover,Defender,2015,16056
4553,Renault,Kwid,2013,5000
4554,Volvo,V60,2014,6930
4555,Dodge,Durango,2014,5900
4556,Kia,Stinger,2016,6541
4557,Volvo,XC40,2017,18016
4558,Mitsubishi,Lancer,2013,5000
4559,Jeep,Grand Cherokee,2012,5000
4560,Mitsubishi,Outlander,2021,15232
4561,Jeep,Grand Cherokee,2014,5397
4562,Renault,Kwid,2013,5000
4563,Honda,Fit,2020,18074
4564,Mitsubishi,Eclipse Cross,2013,5000
4565,Kia,Rio,2017,7491
4566,Renault,Oroch,2012,5000
4567,Infiniti,QX50,2013,5000
4568,Audi,Q8,2010,5000
4569,Acura,RDX,2018,19116
4570,Nissan,Rogue,2019,12218
4571,Peugeot,2008,2016,6988
4572,Subaru,WRX,2011,5000
4573,Hyundai,Accent,2017,9145
4574,Subaru,Impreza,2021,18201
4575,Mercedes-Benz,A-Class,2020,37133
4576,BMW,X3,2018,20805
4577,Subaru,BRZ,2019,13534
4578,Kia,Seltos,2021,15253
4579,Renault,Logan,2013,5000
4580,Honda,Ridgeline,2020,18285
4581,Ford,Focus,2020,16369
4582,Dodge,Dart,2020,21441
4583,Hyundai,Palisade,2020,12615
4584,Mitsubishi,L200,2011,5000
4585,Subaru,Impreza,2019,14379
4586,Honda,Pilot,2016,8591
4587,Peugeot,Boxer,2023,16786
4588,Citroën,C3,2016,5386
4589,Jeep,Liberty,2024,26944
4590,Acura,Legend,2019,22299
4591,Kia,Stinger,2017,8938
4592,Volkswagen,Polo,2018,10973
4593,Fiat,Cronos,2010,5000
4594,Land Rover,LR4,2023,49895
4595,Fiat,Toro,2021,12447
4596,Dodge,Ram 1500,2020,21691
4597,Mercedes-Benz,A-Class,2016,17269
4598,Peugeot,2008,2021,14239
4599,Toyota,4Runner,2024,26788
4600,Peugeot,408,2015,5000
4601,Nissan,Murano,2018,11378
4602,Land Rover,Discovery,2023,51896
4603,Lexus,LS,2012,5000
4604,Mercedes-Benz,A-Class,2021,38862
4605,Mercedes-Benz,GLC,2020,31982
4606,Jeep,Commander,2022,24751
4607,Renault,Logan,2016,6467
4608,Hyundai,Ioniq,2022,17695
4609,Toyota,Sienna,2021,16854
4610,Mitsubishi,Outlander,2012,5000
4611,Volkswagen,Taos,2012,5000
4612,Peugeot,Boxer,2020,11675
4613,Toyota,Sienna,2020,15441
4614,Mercedes-Benz,CLA,2017,20574
4615,Hyundai,Ioniq,2020,12680
4616,Audi,A4,2016,18268
4617,Audi,R8,2018,26788
4618,Acura,ILX,2013,5000
4619,Peugeot,508,2022,13948
4620,Kia,Stinger,2014,5000
4621,Fiat,Mobi,2011,5000
4622,Mercedes-Benz,GLA,2011,5000
4623,Mazda,RX-8,2014,5000
4624,Peugeot,408,2011,5000
4625,Audi,TT,2015,12477
4626,Nissan,Murano,2013,5000
4627,Fiat,Uno,2021,11302
4628,Ford,F-150,2020,14654
4629,Peugeot,Partner,2012,5000
4630,Citroën,C3,2021,14277
4631,Dodge,Challenger,2013,5000
4632,BMW,X5,2013,5649
4633,Peugeot,508,2015,5000
4634,Acura,TSX,2020,26091
4635,Acura,RDX,2018,20949
4636,Honda,Insight,2022,22760
4637,Nissan,Maxima,2023,16433
4638,Fiat,Palio,2024,17072
4639,Lexus,NX,2011,5000
4640,Fiat,Toro,2013,5000
4641,Acura,ILX,2013,5000
4642,Lexus,RX,2015,11705
4643,Mitsubishi,Eclipse Cross,2024,22235
4644,Land Rover,Freelander,2014,11447
4645,Kia,Stinger,2021,12303
4646,Toyota,Tacoma,2013,5000
4647,Subaru,Legacy,2011,5000
4648,Chevrolet,Silverado,2022,21152
4649,Hyundai,Santa Fe,2015,5033
4650,Nissan,Pathfinder,2018,9231
4651,Subaru,Forester,2017,10634
4652,Fiat,Palio,2023,13355
4653,Chevrolet,Blazer,2010,5000
4654,Acura,TSX,2011,5000
4655,Mazda,CX-50,2018,10623
4656,Volvo,XC60,2012,5000
4657,Subaru,WRX,2015,6292
4658,Mercedes-Benz,GLC,2011,5000
4659,Dodge,Durango,2011,5000
4660,Toyota,Corolla,2018,13395
4661,Fiat,Mobi,2017,6094
4662,Fiat,Strada,2010,5000
4663,Mazda,Mazda3,2015,5659
4664,Citroën,C5 Aircross,2023,13440
4665,Renault,Koleos,2011,5000
4666,Lexus,IS,2011,5000
4667,Jeep,Patriot,2016,12347
4668,Ford,Fiesta,2021,16619
4669,Citroën,Berlingo,2011,5000
4670,Kia,Sportage,2018,8602
4671,Hyundai,Ioniq,2016,7841
4672,Toyota,Yaris,2018,11128
4673,Land Rover,Discovery Sport,2015,16385
4674,Citroën,Jumpy,2024,14567
4675,Jeep,Commander,2019,18242
4676,Fiat,Punto,2014,5000
4677,Chevrolet,Blazer,2024,24187
4678,Peugeot,Partner,2020,12228
4679,Volkswagen,Arteon,2012,5000
4680,Volkswagen,Arteon,2023,19191
4681,Ford,Edge,2018,12823
4682,Ford,Fiesta,2015,6944
4683,Ford,Edge,2013,5000
4684,Lexus,IS,2020,29648
4685,Honda,HR-V,2018,13562
4686,Kia,Carnival,2011,5000
4687,Infiniti,G35,2020,26494
4688,Volvo,S90,2012,5000
4689,Volvo,XC60,2012,5000
4690,Land Rover,Freelander,2023,52814
4691,Chevrolet,Traverse,2017,9022
4692,Nissan,Pathfinder,2013,5000
4693,Ford,Expedition,2017,10549
4694,Chevrolet,Malibu,2021,17184
4695,Honda,Insight,2011,5000
4696,Hyundai,Tucson,2022,17322
4697,Acura,TSX,2023,35271
4698,Mitsubishi,Montero,2011,5000
4699,Volvo,V40,2016,14302
4700,Land Rover,Evoque,2013,7013
4701,Volkswagen,Taos,2020,12161
4702,Volkswagen,Tiguan,2020,16270
4703,BMW,X7,2020,31735
4704,Dodge,Ram 1500,2011,5000
4705,Mitsubishi,Mirage,2018,11169
4706,BMW,X1,2011,5000
4707,Fiat,Ducato,2014,5000
4708,Acura,TSX,2013,5000
4709,Audi,Q7,2024,44027
4710,Hyundai,Kona,2010,5000
4711,Toyota,Yaris,2011,5000
4712,Kia,Optima,2023,16811
4713,Dodge,Viper,2018,15660
4714,Audi,TT,2016,19115
4715,BMW,X3,2019,27766
4716,Jeep,Patriot,2016,11477
4717,Audi,R8,2013,5582
4718,Land Rover,Defender,2013,7658
4719,Fiat,Uno,2022,11382
4720,Land Rover,Velar,2022,45774
4721,Chevrolet,Equinox,2018,12298
4722,Volvo,XC60,2021,30006
4723,Subaru,WRX,2017,11497
4724,Land Rover,LR4,2011,5000
4725,Dodge,Ram 1500,2012,5000
4726,Renault,Fluence,2020,12036
4727,Chevrolet,Blazer,2012,5000
4728,Nissan,Altima,2017,8114
4729,Dodge,Durango,2011,5000
4730,Citroën,Jumpy,2022,15098
4731,Peugeot,Boxer,2024,16554
4732,Hyundai,Elantra,2021,13206
4733,Peugeot,508,2021,13965
4734,Mazda,CX-5,2019,12576
4735,Renault,Kwid,2021,12527
4736,Honda,CR-V,2018,11448
4737,Peugeot,Expert,2020,10913
4738,Subaru,Tribeca,2016,9389
4739,Volvo,XC90,2017,19187
4740,Subaru,BRZ,2023,22216
4741,Chevrolet,Silverado,2010,5000
4742,Fiat,Mobi,2016,6018
4743,Fiat,Argo,2016,5061
4744,Mitsubishi,Mirage,2011,5000
4745,Mercedes-Benz,AMG GT,2020,34588
4746,Citroën,Berlingo,2020,12785
4747,Dodge,Journey,2012,5000
4748,Volvo,V60,2018,17346
4749,Lexus,IS,2018,18880
4750,BMW,330i,2017,18698
4751,Volvo,XC90,2020,29861
4752,Chevrolet,Cruze,2016,7049
4753,Peugeot,408,2022,16227
4754,Fiat,Cronos,2021,10069
4755,Hyundai,Veloster,2018,8641
4756,Lexus,RC,2011,5000
4757,Lexus,LS,2021,28699
4758,Mercedes-Benz,A-Class,2019,32721
4759,Honda,Pilot,2014,5000
4760,Honda,Odyssey,2022,19954
4761,Mercedes-Benz,GLC,2020,29552
4762,BMW,X7,2013,5000
4763,Renault,Fluence,2010,5000
4764,Volvo,V60,2020,24087
4765,Acura,RSX,2015,11162
4766,Kia,Telluride,2018,8608
4767,Chevrolet,Colorado,2010,5000
4768,Acura,RSX,2011,5000
4769,Hyundai,Veloster,2018,8431
4770,Kia,Stinger,2017,8999
4771,Dodge,Challenger,2023,26022
4772,Peugeot,408,2021,11674
4773,Peugeot,Expert,2013,5000
4774,Honda,Insight,2016,8471
4775,Citroën,Jumpy,2016,5332
4776,Acura,TLX,2018,17876
4777,Mazda,Mazda6,2013,5000
4778,Volvo,V60,2023,38421
4779,Peugeot,508,2011,5000
4780,Hyundai,Accent,2019,11053
4781,Renault,Koleos,2013,5000
4782,BMW,530i,2017,21421
4783,Volvo,XC40,2011,5000
4784,Mitsubishi,Outlander,2017,10192
4785,Hyundai,Palisade,2010,5000
4786,Audi,Q5,2014,8693
4787,Dodge,Ram 1500,2013,5000
4788,Jeep,Wrangler,2019,18966
4789,Volvo,V40,2018,20526
4790,Fiat,Argo,2019,7725
4791,Peugeot,208,2024,18125
4792,Renault,Clio,2020,11132
4793,Mercedes-Benz,C-Class,2017,20962
4794,Mitsubishi,3000GT,2012,5000
4795,Acura,RDX,2012,5000
4796,Jeep,Liberty,2013,5000
4797,BMW,X5,2020,31799
4798,Peugeot,Boxer,2012,5000
4799,Mazda,Mazda2,2021,17803
4800,Citroën,Jumpy,2012,5000
4801,Renault,Clio,2022,15328
4802,Land Rover,Discovery Sport,2010,5000
4803,Hyundai,Santa Fe,2024,16210
4804,Infiniti,QX80,2018,21911
4805,Citroën,DS3,2015,5000
4806,Toyota,Camry,2016,8104
4807,Volvo,XC90,2023,40561
4808,Ford,F-150,2017,10269
4809,Renault,Logan,2019,10909
4810,Land Rover,Freelander,2010,5000
4811,Mitsubishi,3000GT,2013,5000
4812,Nissan,Maxima,2016,7355
4813,Fiat,Mobi,2015,5000
4814,Dodge,Durango,2020,16215
4815,Subaru,Ascent,2013,5000
4816,Jeep,Grand Cherokee,2013,5000
4817,Mercedes-Benz,GLA,2020,36181
4818,Hyundai,Tucson,2018,9646
4819,Subaru,WRX,2010,5000
4820,Peugeot,508,2022,12708
4821,Chevrolet,Blazer,2022,19636
4822,Chevrolet,Colorado,2024,18723
4823,Chevrolet,Equinox,2013,5000
4824,Land Rover,LR2,2015,17459
4825,Ford,Explorer,2013,5000
4826,Mazda,CX-30,2013,5000
4827,Honda,Passport,2023,21673
4828,Kia,Seltos,2018,8460
4829,Infiniti,QX60,2014,8489
4830,Infiniti,QX50,2018,17707
4831,Volkswagen,Arteon,2017,9808
4832,Hyundai,Santa Fe,2021,15964
4833,Renault,Fluence,2022,12657
4834,Infiniti,QX80,2022,37692
4835,Audi,Q5,2012,5000
4836,Honda,Fit,2021,18289
4837,Ford,Explorer,2017,10138
4838,Mazda,Mazda3,2012,5000
4839,Mitsubishi,Mirage,2023,19754
4840,Ford,Ranger,2024,22396
4841,Hyundai,Palisade,2017,7225
4842,Ford,Expedition,2014,5000
4843,Mitsubishi,Galant,2017,10344
4844,Citroën,DS4,2012,5000
4845,Audi,A8,2018,22054
4846,Toyota,Avalon,2024,27527
4847,Ford,Fusion,2012,5000
4848,Hyundai,Elantra,2020,13942
4849,Citroën,C4,2020,12422
4850,Jeep,Grand Cherokee,2014,5753
4851,Kia,Soul,2021,14294
4852,Honda,Pilot,2014,5486
4853,Land Rover,LR2,2012,5000
4854,Audi,Q8,2014,8734
4855,Kia,Optima,2016,7433
4856,Lexus,UX,2015,11498
4857,Nissan,Rogue,2024,19635
4858,Audi,A4,2020,33493
4859,Volvo,V90,2022,30279
4860,Honda,HR-V,2011,5000
4861,Nissan,Versa,2012,5000
4862,Lexus,GX,2016,17013
4863,Ford,Escape,2015,6578
4864,Hyundai,Accent,2020,12907
4865,Toyota,Yaris,2015,7318
4866,Toyota,Sienna,2013,5000
4867,Mazda,Mazda6,2012,5000
4868,Kia,Carnival,2016,5729
4869,Mercedes-Benz,GLS,2018,22785
4870,Subaru,BRZ,2018,13688
4871,Kia,Sportage,2013,5000
4872,Mitsubishi,L200,2010,5000
4873,Ford,Ranger,2023,18002
4874,Fiat,Mobi,2014,5000
4875,Ford,Mustang,2011,5000
4876,Mitsubishi,Outlander,2011,5000
4877,Chevrolet,Suburban,2020,16477
4878,Citroën,C4 Cactus,2011,5000
4879,Citroën,Berlingo,2021,11346
4880,Subaru,WRX,2016,9878
4881,Citroën,SpaceTourer,2021,10949
4882,BMW,X7,2023,45723
4883,Lexus,ES,2023,43414
4884,Renault,Sandero,2010,5000
4885,Renault,Clio,2018,9296
4886,Land Rover,Discovery Sport,2020,36959
4887,Jeep,Cherokee,2020,19929
4888,Fiat,Cronos,2019,7730
4889,Peugeot,5008,2018,7525
4890,Mitsubishi,3000GT,2020,16226
4891,Subaru,WRX,2013,5000
4892,Citroën,C5 Aircross,2014,5000
4893,Renault,Captur,2017,6045
4894,Lexus,GS,2012,5000
4895,Citroën,SpaceTourer,2023,14088
4896,Nissan,Murano,2024,20178
4897,Toyota,Yaris,2014,5000
4898,Mitsubishi,Montero,2014,5000
4899,Honda,Fit,2018,13422
4900,Mercedes-Benz,S-Class,2013,6518
4901,Ford,Ranger,2018,11806
4902,Nissan,Frontier,2013,5000
4903,BMW,530i,2016,16922
4904,Land Rover,LR4,2023,47140
4905,Citroën,Jumpy,2015,5095
4906,Volkswagen,Polo,2011,5000
4907,Volkswagen,Tiguan,2016,6978
4908,BMW,Z4,2024,47777
4909,Hyundai,Elantra,2014,5000
4910,Mazda,RX-8,2020,13030
4911,Subaru,Outback,2021,18493
4912,Acura,RSX,2023,31449
4913,Infiniti,Q60,2022,30088
4914,Subaru,BRZ,2024,24316
4915,Toyota,Yaris,2011,5000
4916,Land Rover,Velar,2016,23163
4917,Volvo,XC90,2024,38757
4918,Audi,A3,2019,25704
4919,Citroën,C5 Aircross,2020,10582
4920,Toyota,RAV4,2014,5490
4921,Lexus,GX,2010,5000
4922,Mazda,RX-8,2024,20164
4923,Honda,Pilot,2019,13965
4924,Ford,Mustang,2010,5000
4925,Chevrolet,Camaro,2012,5000
4926,Mitsubishi,Galant,2015,5644
4927,Land Rover,Discovery,2015,17063
4928,Citroën,C3,2014,5000
4929,Toyota,4Runner,2014,5611
4930,Kia,Forte,2011,5000
4931,Infiniti,QX50,2015,11825
4932,Volkswagen,Arteon,2019,12203
4933,Nissan,Murano,2011,5000
4934,Mazda,MX-5 Miata,2024,19446
4935,Mercedes-Benz,CLA,2023,43781
4936,Volkswagen,Passat,2019,12309
4937,Volvo,C40,2023,32919
4938,Volvo,XC60,2018,19361
4939,Peugeot,408,2010,5000
4940,Mitsubishi,L200,2020,12602
4941,Volkswagen,Golf,2021,14158
4942,Acura,MDX,2021,25502
4943,Nissan,Altima,2014,5000
4944,Hyundai,Sonata,2012,5000
4945,Acura,Legend,2017,15306
4946,Fiat,Toro,2024,12939
4947,Toyota,Yaris,2012,5000
4948,Chevrolet,Blazer,2010,5000
4949,Honda,Ridgeline,2020,18335
4950,Infiniti,Q60,2021,28551
4951,Volkswagen,Golf,2015,6199
4952,Honda,Pilot,2020,17325
4953,Hyundai,Elantra,2022,18127
4954,BMW,X5,2013,5689
4955,Hyundai,Venue,2016,6930
4956,Mercedes-Benz,GLA,2022,38330
4957,Fiat,Toro,2018,7108
4958,Jeep,Gladiator,2021,23196
4959,Toyota,Avalon,2012,5000
4960,Mercedes-Benz,GLC,2022,37217
4961,Hyundai,Tucson,2020,11583
4962,Mazda,MX-5 Miata,2024,23783
4963,Mazda,CX-50,2018,10459
4964,Volkswagen,Atlas,2019,10715
4965,Dodge,Nitro,2017,10522
4966,Volvo,XC60,2012,5000
4967,Fiat,500,2020,9464
4968,Infiniti,G37,2020,26652
4969,Ford,Fiesta,2014,5000
4970,Nissan,Altima,2016,7671
4971,Mercedes-Benz,GLS,2021,35174
4972,Peugeot,408,2013,5000
4973,Nissan,Altima,2010,5000
4974,Acura,RLX,2013,5000
4975,Renault,Clio,2018,9076
4976,Nissan,Rogue,2015,5000
4977,Dodge,Dart,2017,12560
4978,Volkswagen,Tiguan,2017,8317
4979,Hyundai,Veloster,2021,15251
4980,Land Rover,LR4,2013,8103
4981,Fiat,Argo,2019,8166
4982,Honda,Insight,2012,5000
4983,Land Rover,LR2,2019,34164
4984,Lexus,LS,2023,35659
4985,Mercedes-Benz,C-Class,2022,44845
4986,Mitsubishi,Montero,2014,5000
4987,Hyundai,Santa Fe,2015,5227
4988,Mazda,RX-8,2021,19110
4989,Toyota,Tacoma,2023,26185
4990,Dodge,Magnum,2019,17987
4991,Citroën,C5 Aircross,2010,5000
4992,Land Rover,LR2,2020,36851
4993,Dodge,Grand Caravan,2017,13343
4994,Land Rover,Range Rover Sport,2016,20060
4995,Ford,Edge,2013,5000
4996,Nissan,Maxima,2021,15633
4997,Renault,Captur,2012,5000
4998,Audi,Q5,2018,21357
4999,Kia,Optima,2017,7464
5000,Nissan,Pathfinder,2011,5000
